1507,栃木県,今市市,いまいち,2006年03月19日,今市市、上都賀郡足尾町の１町、塩谷郡栗山村、藤原町の１町１村が、日光市に合併,2005年07月14日
16002,群馬県,碓氷郡,うすい,2006年03月17日,碓氷郡松井田町の全１町が安中市と合併,2005年07月07日
2730,兵庫県,たつの市,たつの,2005年10月01日,龍野市、揖保郡新宮町、揖保川町、御津町の３町が合併,2005年07月07日
2712,兵庫県,龍野市,たつの,2005年09月30日,合併して、たつの市へ,2005年07月07日
27021,兵庫県,美嚢郡,みのう,2005年10月23日,美嚢郡吉川町の全１町が三木市に編入,2005年07月07日
27018,兵庫県,津名郡,つな,2006年02月10日,津名郡五色町の全１町が洲本市に合併,2005年07月07日
27015,兵庫県,宍粟郡,しそう,2006年03月26日,神崎郡香寺町の１町、宍粟郡安富町の全１町、飾磨郡家島町、夢前町の全２町が姫路市に編入,2005年07月07日
27014,兵庫県,飾磨郡,しかま,2006年03月26日,神崎郡香寺町の１町、宍粟郡安富町の全１町、飾磨郡家島町、夢前町の全２町が姫路市に編入,2005年07月07日
31009,岡山県,吉備郡,きび,2005年07月31日,浅口郡船穂町の１町と、吉備郡真備町の全１町が、倉敷市へ編入,2005年06月01日
3118,岡山県,浅口市,あさくち,2006年03月21日,浅口郡金光町、鴨方町、寄島町の３町が合併,2005年06月01日
04006,秋田県,平鹿郡,ひらか,2005年09月30日,平鹿郡増田町、平鹿町、雄物川町、大森町、十文字町、山内村、大雄村の全５町２村が横手市と合併,2005年05月26日
0415,秋田県,仙北市,せんぼく,2005年09月20日,仙北郡角館町、田沢湖町、西木村の２町１村が合併,2005年05月26日
23005,滋賀県,神崎郡,かんざき,2005年12月31日,蒲生郡蒲生町の１町と、神崎郡能登川町の全１町が東近江市に編入,2005年05月20日
23008,滋賀県,坂田郡,さかた,2005年09月30日,坂田郡近江町の全１町が米原市に編入,2005年05月20日
23009,滋賀県,滋賀郡,しが,2006年03月19日,滋賀郡志賀町の全１町が大津市に編入,2005年05月20日
4214,長崎県,南島原市,みなみしまばら,2006年03月31日,南高来郡加津佐町、口之津町、南有馬町、北有馬町、西有家町、有家町、布津町、深江町、の全８町が合併,2005年05月16日
42008,長崎県,南高来郡,みなみたかき,2006年03月30日,合併して南島原市へ（有明町は2006年1月1日付けで島原市に編入）,2005年05月16日
1234,千葉県,南房総市,みなみぼうそう,2006年03月20日,安房郡富浦町、富山町、三芳村、白浜町、千倉町、丸山町、和田町の６町１村が合併,2005年05月13日
1235,千葉県,匝瑳市,そうさ,2006年01月23日,八日市場市、匝瑳郡野栄町の１町が合併,2005年05月13日
1214,千葉県,八日市場市,ようかいちば,2006年01月22日,合併して匝瑳市へ,2005年05月13日
12009,千葉県,匝瑳郡,そうさ,2006年03月26日,山武郡横芝町の１町と、匝瑳郡光町の全１町が合併し横芝光町となることに伴い同町の所属すべき郡の区域を山武郡とする,2005年05月13日
1236,千葉県,香取市,かとり,2006年03月27日,佐原市、香取郡山田町、栗源町、小見川町の３町が合併,2005年05月13日
1209,千葉県,佐原市,さわら,2006年03月26日,合併して香取市へ,2005年05月13日
1237,千葉県,山武市,さんむ,2006年03月27日,山武郡成東町、山武町、蓮沼村、松尾町の３町１村が合併,2005年05月13日
1238,千葉県,いすみ市,いすみ,2005年12月05日,夷隅郡夷隅町、大原町、岬町の３町が合併,2005年05月13日
33007,山口県,佐波郡,さば,2005年09月30日,佐波郡徳地町の全１町が山口市に合併,2005年04月28日
33011,山口県,吉敷郡,よしき,2005年09月30日,吉敷郡秋穂町、小郡町、阿知須町の全３町が山口市に合併,2005年04月28日
1431,茨城県,桜川市,さくらがわ,2005年10月01日,西茨城郡岩瀬町の１町と真壁郡真壁町、大和村の全１町１村が合併,2005年04月28日
14013,茨城県,真壁郡,まかべ,2005年09月30日,合併して桜川市へ,2005年04月28日
2412,奈良県,宇陀市,うだ,2006年01月01日,宇陀郡大宇陀町、菟田野町、榛原町、室生村の３町１村が合併,2005年04月28日
4213,長崎県,雲仙市,うんぜん,2005年10月11日,南高来郡国見町、瑞穂町、吾妻町、愛野町、千々石町、小浜町、南串山町の７町が合併,2005年04月28日
4315,熊本県,天草市,あまくさ,2006年03月27日,本渡市、牛深市、天草郡有明町、御所浦町、倉岳町、栖本町、新和町、五和町、天草町、河浦町の８町が合併,2005年04月28日
4307,熊本県,本渡市,ほんど,2006年03月26日,合併して天草市へ,2005年04月28日
4309,熊本県,牛深市,うしぶか,2006年03月26日,合併して天草市へ,2005年04月28日
3708,徳島県,三好市,みよし,2006年03月01日,三好郡三野町、池田町、山城町、井川町、東祖谷山村、西祖谷山村の４町２村が合併,2005年04月28日
2729,兵庫県,加東市,かとう,2006年03月20日,加東郡社町、滝野町、東条町の全３町が合併,2005年04月28日
27009,兵庫県,加東郡,かとう,2006年03月19日,加東市へ,2005年04月28日
4032,福岡県,宮若市,みやわか,2006年02月11日,鞍手郡宮田町、若宮町の２町が合併,2005年04月28日
4033,福岡県,嘉麻市,かま,2006年03月27日,山田市、嘉穂郡稲築町、碓井町、嘉穂町の３町が合併,2005年04月28日
4014,福岡県,山田市,やまだ,2006年03月26日,合併して嘉麻市へ,2005年04月28日
4414,大分県,由布市,ゆふ,2005年10月01日,大分郡挾間町、庄内町、湯布院町の全３町が合併,2005年04月28日
44002,大分県,大分郡,おおいた,2005年09月30日,由布市へ,2005年04月28日
44008,大分県,西国東郡,にしくにさき,2005年09月30日,西国東郡大田村の全１村と、速見郡山香町の１町が杵築市に合併,2005年04月28日
2608,和歌山県,紀の川市,きのかわ,2005年11月07日,那賀郡打田町、粉河町、那賀町、桃山町、貴志川町の５町が合併,2005年04月26日
05004,山形県,西田川郡,にしたがわ,2005年09月30日,東田川郡藤島町、羽黒町、櫛引町、朝日村の３町１村と、西田川郡温海町の全１町が鶴岡市と合併,2005年04月18日
1612,群馬県,みどり市,みどり,2006年03月27日,新田郡笠懸町の全１町、山田郡大間々町の全１町、勢多郡東村の１村が合併,2005年04月18日
16011,群馬県,新田郡,にった,2006年03月26日,合併して、みどり市へ,2005年04月18日
16012,群馬県,山田郡,やまだ,2006年03月26日,合併して、みどり市へ,2005年04月18日
30002,石川県,江沼郡,えぬま,2005年09月30日,江沼郡山中町の全１町が加賀市へ合併,2005年04月18日
2909,福井県,越前市,えちぜん,2005年10月01日,武生市、今立郡今立町の１町が合併,2005年04月18日
2903,福井県,武生市,たけふ,2005年09月30日,合併して越前市へ,2005年04月18日
